subject,predicate,object,confidence,source,correctness,relevance,well_formedness,normalized_score,rationale,error,document_id,section
normal_cognitive_function,measured_by,k-mmse,0.5810156464576721,span,5,4,5,0.9166666666666667,"The K-MMSE is an established instrument that measures cognitive function, so this triple is accurate and well formed.",,117_-_Patterns_of_Depressive_Symptoms_on_Cognitive_Function_Decline__An_Invest_FQrvlu7_69,data source and study population
targeted_therapies,address,metabolic_disorders,0.15000000000000002,pos,4,3,3,0.5833333333333334,"Targeted therapies addressing metabolic disorders is a reasonable claim, though the predicate is informal relative to allowed relations.",,46_-_1-s2_FReAaUm,abstract
respondents,below,age,0.3,prep,2,1,1,0.08333333333333331,The fragment 'respondents below age' is incomplete (missing a numeric age) and therefore poorly formed and of limited informational value.,,31_-_zpae077_ruWgbRL_18,data source and analytic sample
obesity,affects,m¯aori,0.5337809205055237,span,5,4,5,0.9166666666666667,"Obesity disproportionately affects Māori populations, a factual and meaningful demographic relation.",,92_-_PIIS2666606524000452_q1YNam3_58,hypertension
nfl,gain,much_traction,0.15000000000000002,pos,4,3,2,0.5,"NfL has indeed gained research traction, but the predicate is informal and the triple is only loosely structured.",,105_-_s12916-024-03418-8_sYLiP2s_61,background
lifestyle,risk_factor_of,dementia,0.5501127153635026,span,4,4,4,0.75,"Lifestyle is plausibly a risk factor for dementia generally, making this a credible and meaningful triple.",,112_-_11357_2023_Article_994_Hf4BPFB_65,introduction
distilled_alcoholic_beverage,derive,cereals,0.2,pos,3,3,3,0.5,"Many distilled spirits derive from cereals (e.g., whisky) but not all, so the blanket statement is only partially accurate.",,79_-_association-of-alcohol-consumption-with-cognition-and-functionality-in-ol_yNhYEKs_51,alcohol consumption
upregulated,occurs_in,capillary_venule_endothelial_cells,0.540430024266243,span,4,3,3,0.5833333333333334,Genes being upregulated in capillary venule endothelial cells is a plausible and reasonably well-formed statement despite a generic subject.,,37_-_ENEURO_8cwR40c,advanced ad
known_risk_factors,risk_factor_of,dementia,0.698270606994629,span,4,2,3,0.5,"It is a tautological but plausible statement that known risk factors are risk factors for dementia, though phrased generically and not very informative.",,92_-_PIIS2666606524000452_q1YNam3_58,objective of this paper
bacterial_strains,causes,inflammatory_signals,0.4223252534866333,span,4,4,3,0.6666666666666666,"Some bacterial strains induce inflammatory signaling, but the triple would be clearer with a specific agent or response.",,47_-_xi-et-al-2024-can-early-gut-microbiota-screening-reduce-the-incidence-of-_VWRUL3S_31,discussion
allcause,occurs_in,ukb,0.5706933438777924,span,1,1,1,0.0,‘Allcause’ is ambiguous and claiming it occurs in UKB is unclear and therefore incorrect/ill-formed.,,35_-_s12916-024-03424-w_OUo7vC9_22,heterogeneity of risk factors for unattributed dementia
replication_dataset,among,living_older_adults,0.2,prep,4,3,2,0.5,"A replication dataset drawn from living older adults is plausible and relevant, but the predicate is informal.",,33_-_journal_ctZxPZh,discussion
author_disclosures,is_a,available,0.25,copular,2,1,1,0.08333333333333331,The triple is awkward ('author_disclosures is_a available') and uses non-entity/object terms making it ill-formed and of limited value.,,73_-_Alzheimer_s___Dementia_-_2024_-_Borland_-_Individualized__crossE28090vali_hp4f1fa_49,conflict of interest statement
motto,prioritize,actions,0.15000000000000002,pos,1,1,1,0.0,"Malformed triple using non-domain entities and a non‑schema predicate, so implausible and uninformative.",,100_-_e20230112DOSE_WvcQb2u_60,exercise and dementia
chronic_inflammation,affects,microglial_function,0.557189229130745,span,5,4,4,0.8333333333333333,"Chronic inflammation can alter microglial function, so this is a correct and informative relation.",,31_-_zpae077_ruWgbRL_18,discussion
fingers_network,including,synergic_trials,0.2,prep,4,3,2,0.5,"Plausible that the FINGERS network includes synergistic trials, but the predicate and object labeling are informal and not schema-aligned.",,17_-_jpad_rKTEFZJ,discussion
brain_function,part_of,brain_structure,0.47650512158870695,span,2,3,3,0.41666666666666663,"Brain function arises from brain structure but is not literally a part of structure, so the part_of relation is conceptually inappropriate though understandable.",,25_-_genes-15-00153_coMgvEa_13,5. conclusions
limitation,give,potential,0.2,pos,1,1,1,0.0,The phrase 'limitation give potential' is incoherent and does not express a clear factual relation.,,71_-_1-s2_JQqHHNg,articles
permutation_test,prevents,normality_assumptions,0.5802222043275833,span,4,4,4,0.75,"Permutation tests remove the need for parametric normality assumptions, so the claim is plausible though phrasing is slightly odd.",,43_-_s41591-024-03209-x_d9VLc4l_27,statistical analyses
removing,prevents,dementia,0.5079769521951676,span,1,1,1,0.0,The subject 'removing' is unspecified and the strong claim that it prevents dementia is unsupported and ill-formed.,,11_-_PIIS2666606524001007_9MNVWIN_5,articles
age,risk_factor_of,associated_cognitive_comorbidities,0.4511879712343216,span,5,4,4,0.8333333333333333,"Age is a recognized risk factor for cognitive comorbidities, making this a correct and clear statement.",,46_-_1-s2_FReAaUm,abstract
hdl,measured_by,modular_p_chemistry_analyzer,0.5358624935150147,span,5,4,4,0.8333333333333333,HDL cholesterol is commonly measured on clinical chemistry analyzers.,,109_-_s12889-024-18478-x_YODN5MZ_64,"plasma fatty acids, lipids, and systemic inflammatory variables"
dementia_risk_factors,affects,nhw,0.4697670042514801,span,3,3,4,0.5833333333333334,"Plausible but imprecise claim that dementia risk factors 'affect' non‑Hispanic White people, which is vague though not impossible.",,57_-_wei-et-al-2024-modifiable-and-non-modifiable-risk-factors-for-dementia-am_OCoG51B_38,discussion
out-of-sample_validation,part_of,test_datasets,0.45567941665649414,span,3,3,4,0.5833333333333334,"Out-of-sample validation is plausibly part of test dataset workflows, is moderately informative, and the triple is structurally clear.",,43_-_s41591-024-03209-x_d9VLc4l_27,table 1 | demographics for fmri and eeg datasets
semantic_fluency_tests,evaluate,language_function,0.3,svo,5,4,4,0.8333333333333333,"Semantic fluency tests are well known to evaluate language-related function, making this accurate and informative though the verb is not an exact allowed relation.",,2_-_dc231524_M1uM06w_1,research design and methods
midlife_hearing_loss,treated_by,use_of_hearing_aids,0.4045090824365616,span,4,4,4,0.75,"Use of hearing aids is a common treatment for midlife hearing loss, though it addresses symptoms rather than underlying pathology.",,100_-_e20230112DOSE_WvcQb2u_60,stimulation and dementia
observational_nature,preclude,establishment,0.3,svo,5,4,3,0.75,"The observational nature of studies plausibly precludes establishment of causality (matches 'prevents'), though the predicate wording is not exactly from the allowed list.",,119_-_migraine-association-with-alzheimers-disease-risk-evidence-from-the-uk-b_2M4H5sv_70,discussion
brain_mri_data,capture,siemens,0.1,pos,2,2,2,0.25,"Relation is reversed/awkward: brain MRI data are produced by Siemens scanners, not that data 'capture' Siemens.",,113_-_CNS-30-e70057_hB8kVVH_66,2.3 | brain magnetic resonance imaging
cognitive_impairment,treated_by,treatment,0.6621401816606522,span,4,2,4,0.5833333333333334,"Cognitive impairment is treated by treatments in general, but the object 'treatment' is overly generic and uninformative.",,47_-_xi-et-al-2024-can-early-gut-microbiota-screening-reduce-the-incidence-of-_VWRUL3S_31,abstract
delayed_memory_index,associated_with,global_brain_capacity,0.4306642413139343,span,3,3,4,0.5833333333333334,"Plausible association but vague: delayed memory index can relate to global brain measures, though 'global brain capacity' is not a standard term.",,59_-_brainsci-14-00170_74sUHiR_40,4. discussion
vascular_factors,with,future_dementia,0.25,prep,4,4,2,0.5833333333333334,"Vascular factors being linked to future dementia is a well‑supported and relevant idea, but the predicate 'with' is not schema‑compliant.",,108_-_s41398-024-03125-1_G5IvtSJ_63,introduction
alzheimer_s_disease,measured_by,complete_picture,0.6347885727882385,span,2,1,1,0.08333333333333331,"Calling Alzheimerʼs disease “measured by complete_picture” is vague and not a factual, specific measurement claim so it is largely incorrect and ill-formed.",,60_-_jad2F20242F98-12Fjad-98-1-jad2311162Fjad-98-jad231116_GtaH9Wb_41,discussion
ultraviolet_radiation,stimulate,production,0.2,pos,4,3,4,0.6666666666666666,"Ultraviolet radiation does stimulate production of molecules such as vitamin D in skin, so the claim is plausible though generic.",,113_-_CNS-30-e70057_hB8kVVH_66,4 | discussion
function,yield,value,0.35,svo,3,1,1,0.16666666666666669,"Trivially a function can yield a value, but the triple is generic and does not fit the domain schema.",,43_-_s41591-024-03209-x_d9VLc4l_27,statistical analyses
pericyte,part_of,pericyte_cells’,0.4888867765665054,span,3,2,1,0.25,Similar to the previous entry but the object contains a stray apostrophe making the triple poorly formed despite plausible intent.,,37_-_ENEURO_8cwR40c,pathway analysis by gsea in various ad stages
physical_exercise,prevents,pro-inflammatory_markers,0.42985841929912566,span,4,4,4,0.75,Physical exercise reduces pro‑inflammatory markers; 'prevents' is a slightly strong verb but the claim is plausible and well-structured.,,14_-_fnagi-16-1381692_Pus0J7i_8,discussion
remotely_accessible_devices,helps_with,training,0.4286320686340332,span,4,3,4,0.6666666666666666,"Remotely accessible devices plausibly help with training, though the statement is somewhat generic.",,52_-_aerobic_exercise_training_for_the_aging_brain__vLXJT2d,midlife aerobic exercise and neurocognitive function
pathway_dysregulations,occurs_in,cell-type,0.4923512935638428,span,4,4,4,0.75,Clear and plausible: pathway dysregulations can occur in particular cell types and the triple is informative.,,37_-_ENEURO_8cwR40c,abstract
ehazard,gives,demographics,0.5417038977146149,span,3,3,3,0.5,'ehazard' providing demographic data is plausible and the triple is reasonably well-formed though the subject is ambiguous.,,61_-_Alzheimer_s___Dementia_-_2024_-_Wang_-_Associations_of_semaglutide_with_f_p5aJXwB_42,2.2 emulation of target trials
gene_expression_profiling,occurs_in,b-cells,0.6641253739595414,span,4,3,3,0.5833333333333334,"It is plausible to perform gene expression profiling on B cells, making 'occurs_in B cells' a reasonable but somewhat method-level statement.",,46_-_1-s2_FReAaUm,3.3.bont/b expression in hypothalamic tanycytes alters peripheral lipid homeostasis
peripheral_cues,part_of,arh_neurons,0.4241798669099808,span,1,2,2,0.16666666666666669,"Peripheral cues are not a component of ARH neurons, making this part_of claim incorrect.",,46_-_1-s2_FReAaUm,4. discussion
intervention_approaches,affects,lifestyle_factor,0.4734184741973877,span,4,2,3,0.5,"Intervention approaches can affect lifestyle factors, but the statement is very generic.",,62_-_danish-et-al-2024-intersections-of-modifiable-risks-loneliness-is-associa_20wxD2u_43,discussion
autoencoder,predicts,expression,0.6103535652160645,span,4,3,3,0.5833333333333334,"Autoencoders can model expression broadly, but the object is vague and subject not a listed entity type.",,37_-_ENEURO_8cwR40c,materials and methods
variation,estimate,monolithic_estimate,0.15000000000000002,pos,2,2,1,0.16666666666666669,The triple is unclear and poorly formed—'variation' and 'monolithic_estimate' are vague and the relation 'estimate' is used improperly.,,35_-_s12916-024-03424-w_OUo7vC9_22,discussion
nhanes,report,guidelines,0.2,pos,2,2,2,0.25,"NHANES issues reports and follows guidelines, but the statement 'nhanes report guidelines' is vague and underspecified.",,109_-_s12889-024-18478-x_YODN5MZ_64,statistical analysis
main_predictive_features,measured_by,fmri,0.5173649072647095,span,3,2,2,0.33333333333333337,Predictive features can be derived from fMRI data (plausible) but the subject is a vague meta-term and not a clear entity in the schema.,,43_-_s41591-024-03209-x_d9VLc4l_27,brain-age gap in non-lac datasets
genes,implicate,dna,0.2,pos,2,2,2,0.25,"Genes are components of DNA rather than 'implicating' DNA, so the predicate is misleading despite related entities.",,25_-_genes-15-00153_coMgvEa_13,5. conclusions
greater_lifetime_alzheimer_s_disease_risk,risk_factor_of,alzheimer_s_disease,0.5991164445877075,span,1,1,2,0.08333333333333331,Presents a circular/tautological notion (a greater risk cannot sensibly be a 'risk factor' for the disease).,,49_-_besser-et-al-2024-intersectionality-of-gender-with-social-determinants-of_kuLsWan_32,discussion
vlsfas,occurs_in,plasma,0.5356342822313309,span,5,3,4,0.75,"Very-long-chain saturated fatty acids can occur in plasma, so the statement is plausible though somewhat general.",,109_-_s12889-024-18478-x_YODN5MZ_64,statistical analysis
ding_ding,have,full_access,0.3,svo,1,1,1,0.0,The subject 'ding_ding' is undefined and the claim about 'full_access' is unsupported and ill-formed.,,5_-_Alzheimer_s___Dementia_-_2024_-_Xiao_-_Significance_of_plasma_ptau217_in_p_xCUnl6r_2,acknowledgments
subset,contribute_in,addition,0.39999999999999997,svo,1,1,1,0.0,Nonsensical phrasing ('subset contribute_in addition') yields no clear factual content or proper structure.,,25_-_genes-15-00153_coMgvEa_13,2.1.study population
transcriptional_changes,between,disease,0.25,prep,2,2,2,0.25,"Transcriptional changes 'between disease' is vague and under-specified, so the statement is weak and ill-formed.",,37_-_ENEURO_8cwR40c,abstract
systematic_approach,prevents,selective_reporting,0.5726268142461777,span,4,4,4,0.75,"Systematic approaches reduce selective reporting risk, making this a plausible and useful statement.",,122_-_s11357-024-01224-x_xovPrUB_72,discussion
dna,affects,cns,0.5826054424047471,span,2,2,2,0.25,"The assertion 'DNA affects CNS' is overly vague and biologically uninformative, so it's of low quality.",,25_-_genes-15-00153_coMgvEa_13,1. introduction
chandelier,part_of,neuronal_gabaergic,0.4761928617954254,span,4,4,4,0.75,"Chandelier cells are a subtype of GABAergic interneurons, so the relation is plausible though the label is slightly terse.",,37_-_ENEURO_8cwR40c,materials and methods
value,reduce,cerebrospinal_fluid,0.15000000000000002,pos,1,1,1,0.0,Extremely vague and syntactically unclear; it is not possible to assess a factual relation between 'value' and cerebrospinal fluid.,,64_-_Alzheimer_s___Dementia_-_2024_-_Charisis_-_Leptin_bioavailability_and_mar_6jCZ8bG_44,2.4 neuroimaging indices
recent_data,show,potential,0.15000000000000002,pos,2,2,2,0.25,"'recent_data show potential' is vague and incomplete, so it's only weakly plausible.",,86_-_Memory_complaint_in_a_middle-income_country___a_four-year_longitudinal_st_5s0pP3s_55,introduction
nfl,improves,predicting_values,0.4459512710571289,span,3,2,2,0.33333333333333337,"NFL (neurofilament light) can improve predictive models, but the object 'predicting_values' is vague and the claim is imprecise.",,105_-_s12916-024-03418-8_sYLiP2s_61,discussion
physical_frailty_phenotype,use_for,main_analysis,0.3,svo,4,3,3,0.5833333333333334,"It is plausible that the physical frailty phenotype was used for the main analysis, but the predicate is informal and structure is generic.",,116_-_s41398-024-02927-7_KXcSiyb_68,introduction
imperfect_covariate_measurement,leads_to,inconsistent_covariate_sets,0.426589697599411,span,4,4,2,0.5833333333333334,"Imperfect covariate measurement plausibly causes inconsistent covariate sets, but the concepts are methodological and don't map cleanly to the allowed entity types.",,35_-_s12916-024-03424-w_OUo7vC9_22,background
digits_score,be_with,sensitivity,0.35,svo,2,2,2,0.25,"It is possible a digit score is associated with sensitivity, but the predicate is nonstandard and the relation is unclear.",,80_-_Five_Digit_Test_in_neuropsychological_assessment_of_working_memory_in_age_oxMPmbk_52,results
family,part_of,different_taxonomic_levels,0.5347312271595002,span,4,2,3,0.5,"'Family' is plausibly one of 'different taxonomic levels', but the triple is trivial and generic.",,47_-_xi-et-al-2024-can-early-gut-microbiota-screening-reduce-the-incidence-of-_VWRUL3S_31,keywords
overall_levels,describes,surveillance,0.5566624879837037,span,2,2,2,0.25,"The statement is vague and the subject 'overall_levels' does not clearly describe 'surveillance', so it is of low quality.",,57_-_wei-et-al-2024-modifiable-and-non-modifiable-risk-factors-for-dementia-am_OCoG51B_38,discussion
diabetes_mellitus,treated_by,oral_antidiabetic_agents,0.7796840101480484,span,5,4,5,0.9166666666666667,"Oral antidiabetic agents treat diabetes mellitus; this is a correct, relevant, and well-formed statement.",,20_-_med3789_rH3Cojx_12,clinical assessments and laboratory measurements
traditional_public_health_initiatives,prevents,smoking,0.5394877225160599,span,4,3,4,0.6666666666666666,"Traditional public health initiatives aim to prevent smoking, a plausible claim though somewhat general.",,11_-_PIIS2666606524001007_9MNVWIN_5,articles
diabetes,occurs_in,black_adults,0.4611989140510559,span,5,3,4,0.75,Diabetes occurs in Black adults is accurate and plausible given known prevalence differences.,,28_-_igae025_TAsiO8F_15,abstract
younger_brain_age,show,mean_directional_errors,0.1,pos,2,2,1,0.16666666666666669,"Unclear assertion that younger brain age shows mean directional errors, lacking clear entities and proper relation.",,43_-_s41591-024-03209-x_d9VLc4l_27,cross-regional effects in model generalization
mixed_results,lead,inconsistencies,0.1,pos,4,3,2,0.5,"Mixed results plausibly lead to inconsistencies in interpretation, but the triple is a tautology and not tightly structured.",,44_-_cai_2024_oi_240718_1720040123_JiF8b4M,discussion
dementia_cases,occurs_in,canadian_middle-aged_and_older_adults,0.3967851251363754,span,5,4,4,0.8333333333333333,Saying dementia cases occur in that population is accurate but the subject term 'dementia_cases' is clunky.,,30_-_s41997-024-00920-7_dKl4Wsr_17,discussion
ability,be_without,support,0.39999999999999997,svo,2,2,1,0.16666666666666669,The notion of an 'ability to be without support' is possible but the predicate 'be_without' is nonstandard and the triple is poorly formed.,,28_-_igae025_TAsiO8F_15,discussion and implications
exercise_intervention,part_of,intervention,0.6731802880764008,span,4,3,3,0.5833333333333334,"An exercise intervention is a type/subset of intervention, so the claim is correct though somewhat trivial and the relation could be more precise (e.g., is_a).",,52_-_aerobic_exercise_training_for_the_aging_brain__vLXJT2d,white matter integrity
higher_education,risk_factor_of,alzheimer_s_diseasenp,0.43084274530410765,span,1,2,2,0.16666666666666669,Higher education is generally protective (not a risk factor) for Alzheimer’s and the object label is malformed.,,49_-_besser-et-al-2024-intersectionality-of-gender-with-social-determinants-of_kuLsWan_32,results
the_disease,causes,disease,0.4521061807870865,span,2,2,3,0.33333333333333337,Syntactically plausible (disease→disease) but semantically vague and likely incorrect as written.,,67_-_Early-life_cumulative_exposure_to_excess_bodyweight_and_midlife_cognitive_3WoPLoQ_46,introduction
smoking,risk_factor_of,dementia,0.7833497881889344,span,5,5,5,1.0,Smoking is a known risk factor for dementia and the triple is accurate and well-formed.,,38_-_PIIS2214109X24002754_Abn6hqG_25,introduction
removal_of_depression,prevents,dementia,0.492923367023468,span,2,2,1,0.16666666666666669,"While treating or resolving depression might reduce dementia risk, the subject ‘removal_of_depression’ is ill-formed and the claim is speculative.",,28_-_igae025_TAsiO8F_15,abstract
exercise_effects,understand,exercise,0.15000000000000002,pos,1,1,1,0.0,The triple is nonsensical ('exercise_effects understand exercise') and fails schema and clarity.,,65_-_1-s2_he0YXDz,discussion
surrogate_markers,measured_by,dti-derived_measures,0.4537625342607498,span,3,2,3,0.41666666666666663,The assertion that surrogate markers are measured by DTI-derived measures is plausible but generic and not tightly specified.,,64_-_Alzheimer_s___Dementia_-_2024_-_Charisis_-_Leptin_bioavailability_and_mar_6jCZ8bG_44,4.4 leptin markers and subclinical neuropathology
hearing_loss,treated_by,hearing_aids,0.6483762025833131,span,5,5,5,1.0,"Hearing loss is commonly treated with hearing aids, so this is accurate, relevant and well-formed.",,17_-_jpad_rKTEFZJ,discussion
"try_laboratory,_amsterdam",part_of,laboratory,0.45529143810272216,span,3,2,3,0.41666666666666663,A named Amsterdam lab being classified as a laboratory is plausible but the part_of relation is generic.,,41_-_jamaneurology_nguyen_ho_2024_oi_240035_1723221544_3J4hG0e,amyloid pet acquisition and processing
crossing_fibers,occurs_in,cerebral_white_matter,0.6386691957712174,span,5,4,5,0.9166666666666667,"Crossing fibers are known to occur in cerebral white matter, making this a correct and well-formed anatomical relation.",,64_-_Alzheimer_s___Dementia_-_2024_-_Charisis_-_Leptin_bioavailability_and_mar_6jCZ8bG_44,4.3 leptin markers and white matter microstructural integrity
depressive_symptoms,is_a,transient,0.3,copular,2,2,2,0.25,"Some depressive symptoms can be transient, but asserting they are inherently 'a transient' is misleading and poorly formed.",,117_-_Patterns_of_Depressive_Symptoms_on_Cognitive_Function_Decline__An_Invest_FQrvlu7_69,discussion
authors,represent,affiliated_organizations,0.15000000000000002,pos,4,3,3,0.5833333333333334,"Authors representing affiliated organizations is a plausible, relevant statement and reasonably well-formed for the schema.",,56_-_fneur-15-1401880_e8zWra6_37,publisher's note
observed_associations,between,sarcopenic_traits,0.2,prep,3,2,2,0.33333333333333337,Statement is plausible (associations among sarcopenic traits) but the relation 'between' and subject are not well-structured.,,115_-_fcae083_5XqFIZJ_67,brain structure mediates the link between sarcopenic and cognitive traits
correction,is_a,protective,0.2,copular,2,2,2,0.25,Calling 'correction' protective is ambiguous and lacks clear meaning or relation to domain types.,,100_-_e20230112DOSE_WvcQb2u_60,stimulation and dementia
vlsfa,associated_with,race,0.6058241158723832,span,4,4,5,0.8333333333333333,"Race/ethnicity often relates to biomarker distributions, so an association with vlsfa is plausible and well formed.",,109_-_s12889-024-18478-x_YODN5MZ_64,interaction analyses
distinct_approaches,define,depression,0.15000000000000002,pos,2,2,1,0.16666666666666669,"Distinct approaches do not sensibly 'define' a disease, so the claim is implausible and the relation does not match the schema.",,38_-_PIIS2214109X24002754_Abn6hqG_25,articles
modifiable_dementia,treated_by,effective_management_of_modifiable_factors,0.6026995629072189,span,2,2,2,0.25,"The subject 'modifiable_dementia' is ill-defined and the treatment relation is unclear, making the triple poorly formed and of limited accuracy.",,11_-_PIIS2666606524001007_9MNVWIN_5,articles
aerobic_exercise,improves,cognitive_performance,0.47629210650920867,span,5,4,5,0.9166666666666667,Well-supported and well-formed claim that aerobic exercise can improve cognitive performance.,,52_-_aerobic_exercise_training_for_the_aging_brain__vLXJT2d,cognitive function
effective_strategy,reduce,adar,0.15000000000000002,pos,1,1,1,0.0,Unknown target 'adar' (ambiguous token) makes the claim unsupported and ill-formed.,,62_-_danish-et-al-2024-intersections-of-modifiable-risks-loneliness-is-associa_20wxD2u_43,discussion
higher_fruit_and_vegetable_consumption,improves,better,0.5745068222284317,span,1,1,1,0.0,"The object 'better' is not a meaningful outcome, making the triple nonsensical and not well-formed.",,87_-_Rural-urban_disparities_in_fruit_and_vegetable_consumption_and_cognitive__vYJZH01_56,discussion
combining,improves,cognitive_performance,0.5502955913543701,span,3,2,1,0.25,"Combining (unspecified) interventions might improve cognition, but the subject is vague and the triple is not well formed.",,5_-_Alzheimer_s___Dementia_-_2024_-_Xiao_-_Significance_of_plasma_ptau217_in_p_xCUnl6r_2,predicting dementia
cumulative_score,correspond,socioeconomic_level,0.15000000000000002,pos,2,3,2,0.33333333333333337,"Plausible but not generally true that a generic 'cumulative_score' corresponds to socioeconomic level, and the predicate is nonstandard so structure is weak.",,78_-_Episodic_memory_improvement_in_illiterate_adults_attending_late-life_educ_EZAYuo2_50,household socioeconomic status (ses)
dementia,result,delayed_diagnostic_patterns,0.15000000000000002,pos,2,2,2,0.25,The directionality is unclear and the claim as written is likely incorrect or poorly phrased.,,105_-_s12916-024-03418-8_sYLiP2s_61,background
amyloid_beta,measured_by,csf,0.783111384510994,span,5,4,4,0.8333333333333333,"Amyloid-β is routinely measured in cerebrospinal fluid (CSF), so this triple is accurate and meaningful.",,26_-_zsad302_tSollNn_14,limitations
prevention_focus,prevents,dementia,0.5878960967063904,span,2,2,2,0.25,'prevention_focus' is vague and claiming it prevents dementia is imprecise and structurally weak.,,30_-_s41997-024-00920-7_dKl4Wsr_17,discussion
complete_gfap_nfl_measurements,assess,olink,0.1,pos,2,2,2,0.25,"The relation is reversed and the predicate is nonstandard — Olink is a platform that measures GFAP/NfL, not vice versa.",,105_-_s12916-024-03418-8_sYLiP2s_61,demographics
collection,for,biomarker_analyses,0.25,prep,4,3,3,0.5833333333333334,A specimen or data collection for biomarker analyses is plausible and informative but generically phrased.,,79_-_association-of-alcohol-consumption-with-cognition-and-functionality-in-ol_yNhYEKs_51,procedure and measures
continuous_variables,include,cutoffs,0.1,pos,2,2,2,0.25,"Reiterates an imprecise idea that continuous variables 'include cutoffs', which is conceptually odd and uses a generic predicate.",,122_-_s11357-024-01224-x_xovPrUB_72,restricted cubic splines
hypertension,treated_by,prevention,0.6506267547607423,span,2,3,3,0.41666666666666663,"As above, 'prevention' is not a typical 'treated_by' object for an existing disease, making the triple semantically odd.",,13_-_s12889-024-19630-3_58XNuB7_7,discussion
specificity,measured_by,self-rated,0.5817466408014298,span,3,2,2,0.33333333333333337,"Specificity can be estimated for self-rated measures, but 'self-rated' alone is not a well-formed instrument and the phrasing is imprecise.",,16_-_s12877-024-04675-1_IIVGszy_9,discussion
etiv,adjust,subfield,0.1,pos,4,3,3,0.5833333333333334,"Adjusting subfield volumes for eTIV is a common practice, but the phrasing 'etiv adjust subfield' is terse and slightly awkward.",,59_-_brainsci-14-00170_74sUHiR_40,2.4.image preprocessing
cific_implications,within,specific_brain_networks,0.2,prep,3,1,1,0.16666666666666669,Corrupted subject ('cific_implications') and a nonallowed predicate ('within') render this triple poorly formed and minimally informative.,,32_-_fcae213_xz1udej_19,discussion
atrophy,affects,subiculum,0.5269448667764663,span,4,3,4,0.6666666666666666,"Atrophy affecting the subiculum is plausible and the triple is structurally acceptable, but somewhat general.",,59_-_brainsci-14-00170_74sUHiR_40,1. introduction
modifiable_factors,associate,neuroimaging,0.15000000000000002,pos,4,3,2,0.5,"Modifiable factors can be associated with neuroimaging findings, but the predicate form is nonstandard and subject/object mapping is imprecise.",,113_-_CNS-30-e70057_hB8kVVH_66,supporting information
later_life,help,question,0.1,pos,1,1,1,0.0,The statement is nonspecific and does not express a meaningful domain relation.,,67_-_Early-life_cumulative_exposure_to_excess_bodyweight_and_midlife_cognitive_3WoPLoQ_46,articles
different_braak_stages,follow,braak,0.1,pos,1,1,1,0.0,The triple is tautological and unclear (different_braak_stages 'follow' braak) and does not express a meaningful structured relation.,,45_-_s40120-024-00666-x_SVToKWc_29,characteristics of the participants
pronounced_risk,observe_for,poor_psychological_state,0.3,svo,2,2,1,0.16666666666666669,"The statement is hard to parse ('pronounced_risk observe_for poor_psychological_state') and is poorly formed, making correctness uncertain.",,106_-_s13195-024-01592-8_PsWNpRr_62,discussion
attentional_performance,measured_by,five_digit_test,0.49833105504512787,span,5,5,5,1.0,The Five‑Digit Test is commonly used to assess attentional performance.,,80_-_Five_Digit_Test_in_neuropsychological_assessment_of_working_memory_in_age_oxMPmbk_52,methods
dementia,treated_by,physical_therapies,0.5710693508386613,span,4,4,5,0.8333333333333333,"Physical therapies are commonly used in dementia care to address functional impairments, making this a reasonable and well-formed statement.",,92_-_PIIS2666606524000452_q1YNam3_58,low educational attainment
cell-type_specific_marker_ad,occurs_in,middle_temporal_gyrus,0.7026844501495362,span,4,4,5,0.8333333333333333,"AD-related cell-type markers can be present in the middle temporal gyrus, so the triple is plausible and well-formed.",,37_-_ENEURO_8cwR40c,dysregulated aud gsea in ad stages
cognitive_functions,occurs_in,brain,0.5532121419906617,span,5,4,5,0.9166666666666667,"Cognitive functions occur in the brain, a clear, correct, and well-formed relation between cognitive outcome and anatomy.",,47_-_xi-et-al-2024-can-early-gut-microbiota-screening-reduce-the-incidence-of-_VWRUL3S_31,discussion
homa-ir,measured_by,fpi,0.4979339987039566,span,5,4,5,0.9166666666666667,"FPI is a common abbreviation for fasting plasma insulin and is appropriately used to derive HOMA‑IR, so this is correct and well-formed.",,46_-_1-s2_FReAaUm,2.11.homa-ir
moderate_osa,occurs_in,women,0.6718439191579819,span,4,3,5,0.75,"Moderate OSA also occurs in women, making the triple plausible and structurally sound.",,31_-_zpae077_ruWgbRL_18,discussion
cognition,verify,mri,0.2,pos,2,2,2,0.25,"MRI can assess brain structure/function but does not directly 'verify' cognition, so the relation is weak and poorly formed.",,65_-_1-s2_he0YXDz,participants
delayed_recall_trial,part_of,consortium_establish_registry_alzheimer_s_disease-dr,0.39849753677845,span,,,,0.0,,no result returned,109_-_s12889-024-18478-x_YODN5MZ_64,cognitive function variables
changes,over,year_follow_period,0.25,prep,4,2,2,0.41666666666666663,Changes over a follow-up period is a sensible general statement but is vague and not strictly schema-aligned.,,73_-_Alzheimer_s___Dementia_-_2024_-_Borland_-_Individualized__crossE28090vali_hp4f1fa_49,3.3 second model selection step in training cohort (adni)
basic-q,treated_by,medical_doctors,0.5081116884946824,span,2,2,1,0.16666666666666669,"A tool like 'basic-q' would be administered by doctors rather than 'treated_by', so the predicate is incorrect and the structure is weak.",,16_-_s12877-024-04675-1_IIVGszy_9,discussion
